Negative,Positive,WC
0.999995,0.000005,29
0.958833,0.041167,17
0.000000,1.000000,23
0.999848,0.000152,16
0.000000,1.000000,15
0.423749,0.576251,23
1.000000,0.000000,20
0.176397,0.823603,24
0.491343,0.508658,24
0.002132,0.997868,23
0.064385,0.935615,21
0.980360,0.019640,20
1.000000,0.000000,25
0.000006,0.999994,25
0.167043,0.832957,23
0.999997,0.000003,21
0.193297,0.806703,20
0.164977,0.835023,22
0.000000,1.000000,23
0.999933,0.000067,24
0.999909,0.000091,31
0.000190,0.999810,27
0.488857,0.511143,31
0.975291,0.024709,33
0.013597,0.986403,27
0.999666,0.000334,23
0.002943,0.997057,23
0.999983,0.000017,17
0.000000,1.000000,17
0.035551,0.964449,22
0.999979,0.000020,20
0.010119,0.989881,21
0.055460,0.944540,26
0.607477,0.392523,13
0.995618,0.004382,29
0.005003,0.994997,17
0.990189,0.009811,20
0.000000,1.000000,23
1.000000,0.000000,18
0.007924,0.992076,24
0.000349,0.999651,27
0.999987,0.000013,11
0.008427,0.991573,26
0.999999,0.000001,7
0.799855,0.200145,16
1.000000,0.000000,25
1.000000,0.000000,19
0.999992,0.000008,16
0.999820,0.000180,20
0.000037,0.999963,20
0.531325,0.468675,15
0.987080,0.012920,21
0.459887,0.540113,23
0.014001,0.985999,23
1.000000,0.000000,22
0.381163,0.618837,20
0.058702,0.941297,23
0.601811,0.398189,15
0.001066,0.998934,11
0.634025,0.365975,14
0.980622,0.019378,10
0.000177,0.999823,21
0.954008,0.045992,25
0.181399,0.818601,18
0.999766,0.000234,22
0.000001,0.999999,19
0.000000,1.000000,16
0.001273,0.998727,20
1.000000,0.000000,24
0.000578,0.999422,24
0.999994,0.000006,18
0.380476,0.619524,12
0.000001,0.999999,17
1.000000,0.000000,23
0.126501,0.873499,20
0.998037,0.001963,15
0.034869,0.965131,23
0.768837,0.231163,18
0.999999,0.000001,22
0.998438,0.001562,18
0.000002,0.999998,22
0.999948,0.000052,20
0.750572,0.249428,14
0.000055,0.999945,18
0.878190,0.121810,10
0.999992,0.000008,21
0.014574,0.985426,18
0.018863,0.981137,20
0.997604,0.002396,4
0.062837,0.937163,24
0.999059,0.000940,23
1.000000,0.000000,24
0.000634,0.999366,10
0.995223,0.004777,13
0.190686,0.809314,11
0.298470,0.701530,17
0.952989,0.047011,22
0.000134,0.999866,22
0.000082,0.999918,27
0.000000,1.000000,22
0.000000,1.000000,22
0.797725,0.202275,21
0.999981,0.000019,12
0.000000,1.000000,24
0.959856,0.040144,14
0.954733,0.045267,21
0.000011,0.999989,19
0.999692,0.000308,20
1.000000,0.000001,16
0.999995,0.000005,13
0.999982,0.000018,11
0.999793,0.000207,23
0.999483,0.000517,21
1.000000,0.000000,20
0.606548,0.393452,14
0.978864,0.021136,22
0.999716,0.000284,15
1.000000,0.000000,24
