Negative,Positive,WC
1.000000,0.000000,9
0.000000,1.000000,8
0.000001,0.999999,22
1.000000,0.000000,15
0.999380,0.000620,6
1.000000,0.000000,16
1.000000,0.000000,11
0.000000,1.000000,16
0.998785,0.001215,6
0.524878,0.475122,11
0.000000,1.000000,10
0.702748,0.297252,28
0.272238,0.727762,7
0.999987,0.000013,18
0.000001,0.999999,15
0.001821,0.998178,5
0.913972,0.086028,11
1.000000,0.000000,9
0.033709,0.966291,9
0.000000,1.000000,14
0.999929,0.000071,16
0.001457,0.998543,9
0.000002,0.999998,15
0.019043,0.980957,12
0.036313,0.963687,5
1.000000,0.000000,23
0.574594,0.425406,24
1.000000,0.000000,17
0.990409,0.009591,14
1.000000,0.000000,21
0.086195,0.913805,7
0.964764,0.035236,9
0.999890,0.000110,7
0.811143,0.188857,7
1.000000,0.000000,17
1.000000,0.000001,17
1.000000,0.000000,19
1.000000,0.000000,21
1.000000,0.000000,18
1.000000,0.000000,13
1.000000,0.000000,18
1.000000,0.000000,17
0.999948,0.000052,14
0.563246,0.436754,2
0.999990,0.000010,14
0.000000,1.000000,25
0.000441,0.999559,4
0.999963,0.000037,8
1.000000,0.000000,19
1.000000,0.000000,18
0.000000,1.000000,14
0.996622,0.003378,9
1.000000,0.000000,11
1.000000,0.000000,14
0.999987,0.000013,23
1.000000,0.000000,13
0.005660,0.994340,18
0.999713,0.000287,17
0.608509,0.391491,4
0.110063,0.889937,9
0.001894,0.998106,31
0.984094,0.015906,22
0.999630,0.000370,4
0.000000,1.000000,10
0.000197,0.999803,20
0.991089,0.008911,11
0.978329,0.021671,13
1.000000,0.000000,5
0.000000,1.000000,22
0.823247,0.176753,18
0.876270,0.123730,17
0.507268,0.492732,26
0.999999,0.000001,19
1.000000,0.000000,8
0.999999,0.000001,13
0.001207,0.998793,9
1.000000,0.000000,13
1.000000,0.000000,10
0.004830,0.995170,14
0.788024,0.211976,7
1.000000,0.000000,20
0.999942,0.000058,22
1.000000,0.000000,21
0.999998,0.000002,33
0.170112,0.829888,7
1.000000,0.000000,10
0.996619,0.003381,15
0.000074,0.999926,10
0.890708,0.109292,9
1.000000,0.000000,6
0.999999,0.000001,8
1.000000,0.000000,10
0.999356,0.000644,9
0.999992,0.000008,14
0.080269,0.919730,12
0.000001,0.999999,16
0.327633,0.672367,35
0.999943,0.000057,12
0.999984,0.000016,20
1.000000,0.000000,21
1.000000,0.000000,20
1.000000,0.000000,20
1.000000,0.000000,13
0.976828,0.023172,7
1.000000,0.000000,13
1.000000,0.000000,11
0.999852,0.000148,14
0.965551,0.034449,17
0.989106,0.010894,10
0.984457,0.015543,8
0.998155,0.001845,18
0.994158,0.005842,20
0.825248,0.174752,18
1.000000,0.000000,18
0.999615,0.000385,18
0.000009,0.999990,13
0.999098,0.000902,20
0.004449,0.995551,15
0.846899,0.153101,16
0.999749,0.000251,17
0.996720,0.003280,8
0.096428,0.903572,20
1.000000,0.000000,6
1.000000,0.000000,21
0.998886,0.001114,8
0.188653,0.811348,11
0.987617,0.012383,19
1.000000,0.000000,17
0.711943,0.288057,4
0.000008,0.999992,19
0.999960,0.000040,14
1.000000,0.000000,12
0.000000,1.000000,15
0.000000,1.000000,17
0.001650,0.998350,7
1.000000,0.000000,7
0.000491,0.999509,11
0.992673,0.007327,18
0.000007,0.999993,14
0.999706,0.000294,17
0.007975,0.992025,10
0.474834,0.525166,7
0.519450,0.480550,6
0.000000,1.000000,16
0.000001,0.999999,6
1.000000,0.000000,12
0.630834,0.369166,1
0.000013,0.999987,10
1.000000,0.000000,14
0.983410,0.016590,6
0.999863,0.000137,23
0.023754,0.976246,8
0.000000,1.000000,17
1.000000,0.000000,9
0.000002,0.999998,14
0.994575,0.005425,12
0.001627,0.998373,4
0.979798,0.020202,4
0.000011,0.999989,8
0.000002,0.999997,15
0.999998,0.000002,5
0.000009,0.999991,18
0.000000,1.000000,9
0.944452,0.055548,19
0.000279,0.999721,19
1.000000,0.000000,5
0.933400,0.066600,13
1.000000,0.000000,9
0.000002,0.999998,6
1.000000,0.000000,5
0.000179,0.999821,12
0.978288,0.021712,6
0.999990,0.000010,17
0.028570,0.971430,7
0.958952,0.041048,20
0.972129,0.027871,12
0.999713,0.000287,16
1.000000,0.000000,22
1.000000,0.000000,25
0.996010,0.003990,21
0.011182,0.988818,8
1.000000,0.000000,7
0.030601,0.969399,5
0.000245,0.999755,22
1.000000,0.000000,21
0.999014,0.000986,10
0.000000,1.000000,17
0.000000,1.000000,16
0.991859,0.008141,18
0.000135,0.999865,9
1.000000,0.000000,11
0.998491,0.001509,10
0.723624,0.276376,11
0.999622,0.000379,20
0.985666,0.014334,14
0.137056,0.862944,10
0.000000,1.000000,9
1.000000,0.000000,21
0.991434,0.008566,12
1.000000,0.000000,7
1.000000,0.000000,13
1.000000,0.000000,21
0.734553,0.265447,4
0.994584,0.005416,13
0.006902,0.993098,9
0.000937,0.999063,7
