"text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
".@TinaTurner has been through the fire recently, one challenge after the other, and came out on the other side “ano… https://t.co/ZzNdo1W0lM",FALSE,2389,NA,2018-10-19 17:05:18,TRUE,NA,"1053331268094484480",NA,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>","Oprah",361,FALSE,FALSE,NA,NA
"I have no words for tonight’s episode of #Greenleaf other than Zora, honey child, you better mind your mama! The ne… https://t.co/r5n6NJ8vj0",FALSE,3537,NA,2018-10-17 19:55:36,TRUE,NA,"1052649347651796992",NA,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>","Oprah",450,FALSE,FALSE,NA,NA
"O ye of little faith Sophia!  #Greenleaf",FALSE,1335,NA,2018-10-04 02:59:22,FALSE,NA,"1047682561491652608",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Oprah",142,FALSE,FALSE,NA,NA
"@_________Phalon “I’m shooketh”<U+0001F923><U+0001F923> #GreenLeaf",FALSE,26,"_________Phalon",2018-10-04 02:51:47,FALSE,"1047679563432677376","1047680655331483648","234513037","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Oprah",3,FALSE,FALSE,NA,NA
"@TALKTOTWANNA @IyanlaVanzant @GreenleafOWN @OWNTV Saw that look too @IyanlaVanzant #GreenLeaf",FALSE,19,"TALKTOTWANNA",2018-10-04 02:49:35,FALSE,"1047679776746397696","1047680101582700544","377017900","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Oprah",1,FALSE,FALSE,NA,NA
"@TonyDonaldsonJr Never thought of it that way before. #GreenLeaf",FALSE,148,"TonyDonaldsonJr",2018-10-04 02:45:53,FALSE,"1047678210014633985","1047679171130929152","475506128","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Oprah",19,FALSE,FALSE,NA,NA
"@IyanlaVanzant Loved that look you just gave Lady Mae! #GreenLeaf",FALSE,183,"IyanlaVanzant",2018-10-04 02:42:55,FALSE,"1047676810320928773","1047678421285761025","27368199","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Oprah",13,FALSE,FALSE,NA,NA
"@3LWTV @OWNTV @IyanlaVanzant Cross pollination<U+0001F44D><U+0001F3FE><U+0001F44D><U+0001F3FE>#Greenleaf",FALSE,17,"3LWTV",2018-10-04 02:41:39,FALSE,"1047677864777326592","1047678104737476609","20831692","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Oprah",5,FALSE,FALSE,NA,NA
"@brooklyn_locs Those tantrums Got me <U+0001F923><U+0001F923> over hear! #Greenleaf",FALSE,12,"brooklyn_locs",2018-10-04 02:37:21,FALSE,"1047676256463085568","1047677020916740096","4911208347","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Oprah",1,FALSE,FALSE,NA,NA
"I think @IyanlaVanzant is doing a great job. Quiet as it’s kept , it’s hard to “play” yourself. #Greenleaf",FALSE,3188,NA,2018-10-04 02:31:06,FALSE,NA,"1047675449361367041",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Oprah",239,FALSE,FALSE,NA,NA
"RT @theGrio: Same! Can we all be that fly <U+0001F64C><U+0001F3FE><U+0001F64C><U+0001F3FE><U+0001F64C><U+0001F3FE> #Greenleaf https://t.co/bMIPHpgwXS",FALSE,0,NA,2018-10-04 02:13:26,FALSE,NA,"1047671001272610816",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Oprah",44,TRUE,FALSE,NA,NA
"Pastor Patti  lookin fressssh!  #Greenleaf",FALSE,1407,NA,2018-10-04 02:11:28,FALSE,NA,"1047670508974526464",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Oprah",138,FALSE,FALSE,NA,NA
"@Lamar_Alphonso @MsLynnWhitfield Agree Lamar<U+0001F44D><U+0001F3FE>",FALSE,8,"Lamar_Alphonso",2018-10-04 02:09:00,FALSE,"1047669483374968832","1047669885768105985","499482409","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Oprah",2,FALSE,FALSE,NA,NA
"@MerleDandridge @IyanlaVanzant @ Iyanla Much needed  in the Greenleaf household. Y’all can thank me later!",FALSE,102,"MerleDandridge",2018-10-04 02:04:50,FALSE,"1047668249268240385","1047668840048390144","786312930","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Oprah",14,FALSE,FALSE,NA,NA
"RT @MerleDandridge: Here we go. @IyanlaVanzant is here to fix that #Greenleaf life! https://t.co/MfGrXFz4Gq",FALSE,0,NA,2018-10-04 02:04:05,FALSE,NA,"1047668648532369408",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Oprah",95,TRUE,FALSE,NA,NA
"TONIGHT is ladies night! @MsLynnWhitfield. @MsPattiPatti. @IyanlaVanzant. SO GOOD. <U+0001F44F><U+0001F3FE> Who’s watching #GREENLEAF wit… https://t.co/IehBOJzKUH",FALSE,2759,NA,2018-10-03 15:52:17,TRUE,NA,"1047514685900091392",NA,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>","Oprah",381,FALSE,FALSE,NA,NA
"When you hit rock bottom, time to call on @IyanlaVanzant! Charity (@DeborahJWinans)…you ready, girl?! NEW… https://t.co/wlppbTe9HW",FALSE,2396,NA,2018-10-02 22:27:08,TRUE,NA,"1047251664749572096",NA,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>","Oprah",279,FALSE,FALSE,NA,NA
"Two of my favorite things? PIZZA and PARTIES! That’s why I want to send some of my new O That’s Good! pizza to your… https://t.co/wmXwZY4Fob",FALSE,4231,NA,2018-10-01 15:01:31,TRUE,NA,"1046777134646145024",NA,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>","Oprah",523,FALSE,FALSE,NA,NA
"E’erbody prayin’ , but their hearts not right. #Greenleaf",FALSE,11677,NA,2018-09-20 02:49:29,FALSE,NA,"1042606643693871104",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","Oprah",1953,FALSE,FALSE,NA,NA
"Charity @DeborahJWinans needs @Iyanla to help fix her life. #Greenleaf",FALSE,1597,NA,2018-09-20 02:44:38,FALSE,NA,"1042605424892030976",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Oprah",217,FALSE,FALSE,NA,NA
"@MyJoyIsSinging1 @MsLynnWhitfield Yep. She oughta be DEAD after that stare from @MsLynnWhitfield     #GreenLeaf",FALSE,48,"MyJoyIsSinging1",2018-09-13 02:36:41,FALSE,"1040065809811496960","1040066707878887424","97294239","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Oprah",7,FALSE,FALSE,NA,NA
"RT @MerleDandridge: And right away Maxine is lighting fires and fanning the flames. Can you feel the epic earthquake rumbling beneath the #…",FALSE,0,NA,2018-09-13 02:23:35,FALSE,NA,"1040063410950430720",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Oprah",116,TRUE,FALSE,NA,NA
"You know Mae…now meet Maxine. Double trouble! <U+0001F483><U+0001F3FE><U+0001F483><U+0001F3FE> Welcome to Calvary, @MsPattiPatti. Watch her tonight on a new… https://t.co/Fj87HYx5bM",FALSE,2891,NA,2018-09-12 23:19:44,TRUE,NA,"1040017143687864321",NA,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>","Oprah",393,FALSE,FALSE,NA,NA
"Get ready for a side of Lady Mae you’ve never seen before. @MsLynnWhitfield is E-V-E-R-Y-THING! New #Greenleaf Toni… https://t.co/Y9imrF1EQ0",FALSE,3193,NA,2018-09-05 12:27:36,TRUE,NA,"1037316316539973633",NA,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>","Oprah",468,FALSE,FALSE,NA,NA
"I think he’s one of the greatest entrepreneurs and CEOs of our time. @JeffWeiner of @LinkedIn shares his personal j… https://t.co/ZLBB4jDy0K",FALSE,3332,NA,2018-09-03 18:54:23,TRUE,NA,"1036688877883469825",NA,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>","Oprah",713,FALSE,FALSE,NA,NA
"Hey @AusOutbackNT I just rewatched that beautiful “Thank You” video you sent 7 yrs ago. Still brings me joy!",FALSE,2105,NA,2018-09-01 10:06:02,FALSE,NA,"1035831138550407168",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Oprah",151,FALSE,FALSE,NA,NA
"@Only1CrystalFox Everyone could use @Iyanla!  #HAHN",FALSE,34,"Only1CrystalFox",2018-08-30 05:31:12,FALSE,"1034610928485130245","1035037195097137152","1395881846","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Oprah",0,FALSE,FALSE,NA,NA
"@Alyssa_ShaNae She’s just Suberb actress! #Greenleaf",FALSE,15,"Alyssa_ShaNae",2018-08-30 05:14:50,FALSE,"1035032034576683008","1035033078001885185","38452161","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Oprah",0,FALSE,FALSE,NA,NA
"@CatrelCathey Agree. Shout out to Corinne.",FALSE,7,"CatrelCathey",2018-08-30 05:14:14,FALSE,"1035031912203444225","1035032928072359936","438785531","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Oprah",0,FALSE,FALSE,NA,NA
"@MsLynnWhitfield Hard Times. Amazing performances. Great Season! Congratulations.",FALSE,88,"MsLynnWhitfield",2018-08-30 03:05:10,FALSE,"1035000002240815104","1035000448476897280","561431994","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Oprah",9,FALSE,FALSE,NA,NA
"Take your bow on that one.@MsLynnWhitfield <U+0001F44F><U+0001F3FD><U+0001F44F><U+0001F3FD>! #Greenleaf",FALSE,1525,NA,2018-08-30 03:00:20,FALSE,NA,"1034999232070017024",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Oprah",201,FALSE,FALSE,NA,NA
"“The work of the Lord”? .. mmm <U+0001F914><U+0001F914>#Greenleaf",FALSE,1065,NA,2018-08-30 02:58:24,FALSE,NA,"1034998742930186240",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Oprah",125,FALSE,FALSE,NA,NA
"Is Charity homophobic? #Greenleaf",FALSE,2299,NA,2018-08-30 02:56:11,FALSE,NA,"1034998186765561857",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Oprah",223,FALSE,FALSE,NA,NA
"So happy to see you all here, Greenleafing with us! #Greenleaf",FALSE,2072,NA,2018-08-30 02:52:55,FALSE,NA,"1034997362496692224",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Oprah",193,FALSE,FALSE,NA,NA
"@MerleDandridge @GreenleafOWN @DeborahJWinans Great work team!  Intense, Incredible, Beautiful work.<U+0001F44F><U+0001F3FD><U+0001F44F><U+0001F3FD><U+0001F64F><U+0001F3FE>",FALSE,50,"MerleDandridge",2018-08-29 17:14:13,FALSE,"1034758479045640192","1034851728183549952","786312930","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Oprah",9,FALSE,FALSE,NA,NA
"Let the people say Amen to this WILD new season as we welcome sister Patti LaBelle <U+0001F44F><U+0001F3FE><U+0001F44F><U+0001F3FE> to our marvelous cast. Two-… https://t.co/M67ODRUWIs",FALSE,3064,NA,2018-08-29 16:50:25,TRUE,NA,"1034845738478366720",NA,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>","Oprah",462,FALSE,FALSE,NA,NA
"The wait is FINALLY over, Greenleafers! <U+0001F331> See you TONIGHT for part one of the #GREENLEAF two-night season premiere,… https://t.co/w38ZL7gZ6C",FALSE,5413,NA,2018-08-28 14:23:54,TRUE,NA,"1034446480965173248",NA,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>","Oprah",1187,FALSE,FALSE,NA,NA
"@ZenobiaJeffries @ava Congratulations! Especially if he loves you like Hollywood loves Vi.<U+2764><U+FE0F>",FALSE,25,"ZenobiaJeffries",2018-08-25 22:39:04,FALSE,"1033415726672039937","1033483927606816768","36835433","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Oprah",4,FALSE,FALSE,NA,NA
"As @IyanlaVanzant says, “so many people choose silence over truth.” If your family has ever held a secret, you need… https://t.co/ps7Q5ftxRF",FALSE,2384,NA,2018-08-24 17:32:05,TRUE,NA,"1033044284885196801",NA,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>","Oprah",361,FALSE,FALSE,NA,NA
"@katcandler What a season. So proud I could burst. Thanks to YOU @Ava  and the truly awe inspiring  #QueenSugar team!",FALSE,307,"katcandler",2018-08-23 04:23:15,FALSE,"1032473756034158592","1032483382226288642","24973027","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Oprah",58,FALSE,FALSE,NA,NA
"It’s time, sweeties. @Ava is giving you an extra spoonful of sugar…90-minute season finale TONIGHT! Lots of surpris… https://t.co/d68mZIMpg2",FALSE,3599,NA,2018-08-22 23:10:00,TRUE,NA,"1032404549464670208",NA,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>","Oprah",480,FALSE,FALSE,NA,NA
"You can pick one up at your local grocery store.<U+0001F355>Find one in your area: https://t.co/dJDdLmpdb2 #OThatsGood https://t.co/cHN7LqRCZq",FALSE,1103,NA,2018-08-22 15:59:59,FALSE,NA,"1032296333502083073",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Oprah",149,FALSE,FALSE,NA,NA
"Bet y’all didn’t know I had hidden pizza talents! Been taste testing a lot of pizza’s to get this just right. The c… https://t.co/cAc1H9sv5z",FALSE,18056,NA,2018-08-22 15:33:46,TRUE,NA,"1032289736721752064",NA,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>","Oprah",1607,FALSE,FALSE,NA,NA
"I have loved watching YOU fall in love with Nuri &amp; Yasir just as I have. Thank you @MaraBrockAkil for giving us thi… https://t.co/UETjm85tGp",FALSE,3585,NA,2018-08-21 14:52:30,TRUE,NA,"1031916962899619840",NA,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>","Oprah",523,FALSE,FALSE,NA,NA
"#HAHN is baaack…as BIG and CRAZEEE as ever! This cast still makes my jaw drop <U+0001F631> See you tomorrow. https://t.co/95VU1j9cCo",FALSE,1709,NA,2018-08-21 00:11:56,FALSE,NA,"1031695360597446656",NA,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>","Oprah",182,FALSE,FALSE,NA,NA
"We’ll miss you Queen. #ArethaQueenForever https://t.co/hus3lw5pwG",FALSE,69900,NA,2018-08-16 16:57:48,FALSE,NA,"1030136553878642689",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Oprah",8799,FALSE,FALSE,NA,NA
"@NubianLuv6 Agree.Made my heart hum a little tune to see them sitting on that porch. @ava  thanks<U+0001F44D><U+0001F3FE>",FALSE,45,"NubianLuv6",2018-08-16 07:10:34,FALSE,"1029953790869422080","1029988773302427648","377775487","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Oprah",6,FALSE,FALSE,NA,NA
"Go to my kitchen!  I understand Vi. #QueenSugar",FALSE,2395,NA,2018-08-16 02:19:01,FALSE,NA,"1029915403542130688",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Oprah",186,FALSE,FALSE,NA,NA
"Who’s ready to see some @IyanlaVanzant? Tonight #FixMyLife is new new NEW! And if you love Iyanla, you’ll love Mahi… https://t.co/IAyxhZfnEm",FALSE,3332,NA,2018-08-11 16:00:01,TRUE,NA,"1028310073972383744",NA,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>","Oprah",343,FALSE,FALSE,NA,NA
"Drama for real! Tonight’s episode left me gasping. It’s a nightmare of meeting “his mama”. Loretta Devine… https://t.co/Yj0OIHrXwd",FALSE,2439,NA,2018-08-07 22:35:18,TRUE,NA,"1026960001359699969",NA,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>","Oprah",345,FALSE,FALSE,NA,NA
"Earlier this summer I sat down with @MitchLandrieu, the former Mayor of New Orleans, who took down Confederate monu… https://t.co/CzLdypVEpm",FALSE,4065,NA,2018-08-04 15:32:47,TRUE,NA,"1025766504984240128",NA,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>","Oprah",563,FALSE,FALSE,NA,NA
"@BiancaLawson Will be watching from my front yard!",FALSE,91,"BiancaLawson",2018-07-26 20:44:25,FALSE,"1022581970927120384","1022583439583633408","1661209398","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Oprah",8,FALSE,FALSE,NA,NA
"@RichOnOWN @VanJones68 @TheView Nope.. why?",FALSE,29,"RichOnOWN",2018-07-26 20:42:51,FALSE,"1022573766818160640","1022583043972689920","407474647","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Oprah",2,FALSE,FALSE,NA,NA
"Hey @ava  u know it’s a great show when the next day you’re still thinking about the characters. Ra,Nova, Charley still with me.#QueenSugar",FALSE,3976,NA,2018-07-26 20:03:55,FALSE,NA,"1022573248377020417",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Oprah",331,FALSE,FALSE,NA,NA
"@RichOnOWN @ava @kofi @BiancaLawson @EthanSHutch What IS best for Blue?  His parents not to be fighting.",FALSE,30,"RichOnOWN",2018-07-26 05:13:40,FALSE,"1022348399016783872","1022349208743890944","407474647","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Oprah",5,FALSE,FALSE,NA,NA
"RT @ava: “When I’ve seen Vietnamese characters in Hollywood, they’re defined and centralized around the Vietnam War, a victim. What’s refre…",FALSE,0,NA,2018-07-26 04:36:20,FALSE,NA,"1022339812177534976",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Oprah",1003,TRUE,FALSE,NA,NA
"Best season yet. Thanks for hanging in there, #Greenleaf fans. <U+0001F64F><U+0001F3FE> Worth the wait. We’re back August 28 &amp; 29. https://t.co/UrTD1rK2Sp",FALSE,6726,NA,2018-07-24 21:43:09,FALSE,NA,"1021873447129907201",NA,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>","Oprah",1243,FALSE,FALSE,NA,NA
"@pinkcookiedimps Agree. Tired of him acting all superior.",FALSE,47,"pinkcookiedimps",2018-07-12 03:06:40,FALSE,"1017243258207068161","1017243819798978560","2466525902","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Oprah",6,FALSE,FALSE,NA,NA
"@RichOnOWN @dawnlyen Ain’t no jail happening for the Borderlons!",FALSE,32,"RichOnOWN",2018-07-12 03:02:20,FALSE,"1017242045839101952","1017242727350599681","407474647","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Oprah",6,FALSE,FALSE,NA,NA
"@Kniclove Why u think? #QueenSugar",FALSE,12,"Kniclove",2018-07-12 02:43:01,FALSE,"1017237014331183104","1017237865699217408","232051389","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Oprah",2,FALSE,FALSE,NA,NA
"@TLCherri Doubt means DON’T!",FALSE,23,"TLCherri",2018-07-12 02:40:31,FALSE,"1017236837788725248","1017237237195403264","3095631803","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Oprah",1,FALSE,FALSE,NA,NA
"@OWNTV Perfect GIF! #HAHN",FALSE,62,"OWNTV",2018-07-11 01:58:33,FALSE,"1016863686172897280","1016864288940519425","182161200","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Oprah",1,FALSE,FALSE,NA,NA
"LoVE IS __happening on @OWNTV! #LOVEis",FALSE,2379,NA,2018-07-11 01:56:57,FALSE,NA,"1016863885511409664",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Oprah",291,FALSE,FALSE,NA,NA
"@RichOnOWN @John_Schneider Isn’t this Cray!!",FALSE,23,"RichOnOWN",2018-07-11 01:54:52,FALSE,"1016863008646049792","1016863359977680896","407474647","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Oprah",4,FALSE,FALSE,NA,NA
"JusT saw #Whitney. Great job @LisaErspamer and Kevin MacDonald and team. Footage we’ve NEVER seen. Fearless doc. https://t.co/CLmlsl4Ehf",FALSE,3652,NA,2018-07-06 17:33:47,FALSE,NA,"1015287706572619776",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Oprah",514,FALSE,FALSE,NA,NA
"@LovelymarisaT @BritishVogue @EdwardEnninful @mertalas @macpiggott 6 or 7.. couture gowns!",FALSE,171,"LovelymarisaT",2018-07-02 18:27:07,FALSE,"1013838559223205888","1013851579479293954","749975564","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Oprah",9,FALSE,FALSE,NA,NA
"Thanks  @BritishVogue @edwardenninful @mertalas @macpiggott. for the regal experience,felt like an “Empress 4 a day! https://t.co/fjd1pyjNyA",FALSE,17375,NA,2018-07-02 17:34:33,FALSE,NA,"1013838348836720640",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Oprah",2038,FALSE,FALSE,NA,NA
"We’re Live on Facebook! Join us now.",FALSE,1861,NA,2018-06-28 22:01:59,FALSE,NA,"1012456098589052934",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Oprah",164,FALSE,FALSE,NA,NA
"See ya from my porch in 15 minutes. LIVE FB #TheSunDoesShine",FALSE,1230,NA,2018-06-28 21:46:29,FALSE,NA,"1012452200809762816",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Oprah",123,FALSE,FALSE,NA,NA
"Love this book and the author. Join me FBLive from my with your insights and questions 6pm eastern. https://t.co/qBqqW66qiV",FALSE,1888,NA,2018-06-28 20:08:31,FALSE,NA,"1012427547525636096",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Oprah",256,FALSE,FALSE,NA,NA
"I do so LOVE me some  #QueenSugar  Thank u forever @ava",FALSE,3469,NA,2018-06-28 03:02:04,FALSE,NA,"1012169229607448576",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Oprah",354,FALSE,FALSE,NA,NA
"After 30 years of being on death row for a crime he did NOT do, Anthony Ray Hinton is ready to enjoy life. He and b… https://t.co/gvFdXlaKVr",FALSE,10626,NA,2018-06-28 02:55:43,TRUE,NA,"1012167634169688064",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Oprah",1384,FALSE,FALSE,NA,NA
"@MalikThaElite Intentional!",FALSE,24,"MalikThaElite",2018-06-28 02:53:05,FALSE,"1012165796498497536","1012166968579747842","110623450","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Oprah",0,FALSE,FALSE,NA,NA
"@dawnlyen @shazbennett @thisthatchloe @OWNTV Yep you slayed that episode<U+0001F618>",FALSE,76,"dawnlyen",2018-06-28 02:52:05,FALSE,"1012093467726663680","1012166719115153410","4854510141","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Oprah",5,FALSE,FALSE,NA,NA
"@AshBenton @OWNTV Pie Empire!!",FALSE,15,"AshBenton",2018-06-28 02:50:02,FALSE,"1012165908259921922","1012166202154672128","291384033","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Oprah",4,FALSE,FALSE,NA,NA
"@AshBenton @OWNTV Nope.. not happening. Days are gone by-by.",FALSE,39,"AshBenton",2018-06-27 02:48:30,FALSE,"1011800554769715200","1011803427158949890","291384033","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Oprah",5,FALSE,FALSE,NA,NA
"@MawuliChai @chillwillbey @LoveIsOWN @OWNTV So agree with you.",FALSE,22,"MawuliChai",2018-06-27 02:45:34,FALSE,"1011796646802415617","1011802691662594048","1265177234","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Oprah",3,FALSE,FALSE,NA,NA
"@LoveIsOWN Thank’s y’all. Here’s to Besties<U+0001F377><U+0001F377><U+0001F377>! #LOVEis",FALSE,86,"LoveIsOWN",2018-06-27 02:13:44,FALSE,"1011794342225199104","1011794681087180800","950828406211461120","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Oprah",14,FALSE,FALSE,NA,NA
"@AshBenton @OWNTV @MaraBrockAkil @thesalimakil Yep I remember.. and my parents always buggin’ .. “ Get off the Phone”!",FALSE,18,"AshBenton",2018-06-27 02:11:51,FALSE,"1011793747904991232","1011794205918703616","291384033","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Oprah",2,FALSE,FALSE,NA,NA
"RT @LoveIsOWN: #LOVEis the permission to design your own relationship. All new episode of Love Is___ TONIGHT! Grab your Yasir or your Nuri…",FALSE,0,NA,2018-06-27 02:09:23,FALSE,NA,"1011793585090355200",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Oprah",481,TRUE,FALSE,NA,NA
"@3LWTV @OWNTV Love that. #Lovetribe what part of the world are you?",FALSE,48,"3LWTV",2018-06-27 02:05:31,FALSE,"1011792239062933509","1011792612322263041","20831692","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Oprah",9,FALSE,FALSE,NA,NA
"@RichOnOWN I remember by hairdo’s . #LOVEis",FALSE,28,"RichOnOWN",2018-06-27 02:04:30,FALSE,"1011792159324770304","1011792355265933312","407474647","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Oprah",9,FALSE,FALSE,NA,NA
"#LOVEis happening now on @OWNTV",FALSE,1661,NA,2018-06-27 02:02:45,FALSE,NA,"1011791916474568704",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Oprah",199,FALSE,FALSE,NA,NA
"TONIGHT! 10/9c on OWN. See ya there! <U+0001F44B><U+0001F3FE> #LOVEis https://t.co/HhuRJgw1JN",FALSE,5035,NA,2018-06-26 21:37:46,FALSE,NA,"1011725229016604672",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Oprah",515,FALSE,FALSE,NA,NA
