"text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"@CorettaJackson @QSWriters Loved this line so much. #QueenSugar",FALSE,16,"CorettaJackson",2017-10-26 02:13:35,FALSE,"923371743150043136","923372001963556864","15386833","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Oprah",28,FALSE,FALSE,NA,NA
"@W9Nikki I’m with you . Agrrreeeeeee!<U+0001F60D><U+0001F60D>",FALSE,9,"W9Nikki",2017-10-26 02:10:45,FALSE,"923371047101100032","923371290093690880","1049501948","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Oprah",29,FALSE,FALSE,NA,NA
"“You are who I want,know that” don’ty’all love clarity. #QueenSugar",FALSE,3041,NA,2017-10-26 02:08:53,FALSE,NA,"923370818477875200",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Oprah",553,FALSE,FALSE,NA,NA
"#GimmeSugar y’all #QueenSugar rollcall!",FALSE,1888,NA,2017-10-26 02:02:54,FALSE,NA,"923369315746824192",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Oprah",353,FALSE,FALSE,NA,NA
"You CAN NOT miss this episode. Must-see #QUEENSUGAR tonight, 10/9c. So much to talk about. Tweet tweet. https://t.co/q4ehVQIfyv",FALSE,2037,NA,2017-10-25 22:02:38,FALSE,NA,"923308847317450752",NA,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>","Oprah",412,FALSE,FALSE,NA,NA
".@EckhartTolle’s SuperSoul Conversation is a soothing balm for our times and worth your time to listen:… https://t.co/xhowRL58YN",FALSE,1763,NA,2017-10-23 13:58:49,TRUE,NA,"922462315571691520",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Oprah",524,FALSE,FALSE,NA,NA
"Why am I going inside the most notorious state penitentiary in the country? Find out TONIGHT. New #60Minutes. https://t.co/hYYZHNCyqR",FALSE,4632,NA,2017-10-22 20:00:00,FALSE,NA,"922190824795803648",NA,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>","Oprah",852,FALSE,FALSE,NA,NA
".@IyanlaVanzant I think this will be a wake-up call for so many women in broken relationships. Important #FixMyLife… https://t.co/LRmnbp4ggk",FALSE,1673,NA,2017-10-21 21:00:02,TRUE,NA,"921843543123079169",NA,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>","Oprah",545,FALSE,FALSE,NA,NA
"All NEW episodes of #SuperSoulSunday premiere TOMORROW, starting with most profound spiritual teacher,… https://t.co/FP2glI6Jmt",FALSE,2406,NA,2017-10-21 14:25:55,TRUE,NA,"921744361880035328",NA,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>","Oprah",453,FALSE,FALSE,NA,NA
"Who’s rooting for Nova and DuBois? You do not want to miss tonight’s episode. New #QUEENSUGAR at 10/9c. https://t.co/gcgtuFZwbU",FALSE,2049,NA,2017-10-18 23:26:22,FALSE,NA,"920793206177935361",NA,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>","Oprah",487,FALSE,FALSE,NA,NA
"Love that Ryan had his own AHA moment with #WisdomOfSundays! Had a good time with these two today
@LiveKellyRyan. F… https://t.co/k33Ap4B36w",FALSE,1973,NA,2017-10-18 14:34:05,TRUE,NA,"920659254196912128",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Oprah",245,FALSE,FALSE,NA,NA
"I’m on @CBSThisMorning sharing all about my new book #WisdomOfSundays. Lots of “AHAs” and “Mhmms” today! https://t.co/Ys5tQPDWdm",FALSE,2715,NA,2017-10-18 13:20:42,FALSE,NA,"920640785288015873",NA,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>","Oprah",515,FALSE,FALSE,NA,NA
"Today’s the day! My new book, The Wisdom of Sundays, is NOW available everywhere. I hope you'll pick up a copy and… https://t.co/U6nWBhSCpF",FALSE,8920,NA,2017-10-17 20:00:07,TRUE,NA,"920378914538532864",NA,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>","Oprah",1760,FALSE,FALSE,NA,NA
"Tonight’s the night, Sweeties! New #QUEENSUGAR 10/9c. Who’s watching? <U+0001F44B><U+0001F3FE> https://t.co/pcbZZ5Y5jz",FALSE,2840,NA,2017-10-11 21:00:05,FALSE,NA,"918219677536419840",NA,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>","Oprah",562,FALSE,FALSE,NA,NA
".@DeepakChopra and I are back with our final NEW 21-day meditation, Making Every Moment Matter<U+0001F64F><U+0001F3FE> Register for FREE:… https://t.co/on1WGZOYeq",FALSE,1986,NA,2017-10-09 16:31:30,TRUE,NA,"917427309178585088",NA,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>","Oprah",634,FALSE,FALSE,NA,NA
"@DeepakChopra and I are back with our final NEW 21-day meditation, Making Every Moment Matter. <U+0001F64F><U+0001F3FE> Register for FREE… https://t.co/nE45spg5CW",FALSE,119,"DeepakChopra",2017-10-09 16:10:05,TRUE,NA,"917421921490190336","15588657","<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>","Oprah",75,FALSE,FALSE,NA,NA
"@eleanorofithaca just finished Twelve Mile Straight. Please dm me and tell me why Ketty took away her daughters voice. .",FALSE,43,"eleanorofithaca",2017-10-08 03:14:53,FALSE,NA,"916864446462435329","248484610","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Oprah",47,FALSE,FALSE,NA,NA
"@JoeBraxtonTouch @OWNTV This is why I appreciate using truth stories to help people discover their own. Thanks for noticing<U+0001F64F><U+0001F3FE>",FALSE,111,"JoeBraxtonTouch",2017-10-08 03:02:22,FALSE,"916858851894456320","916861298159214593","25894917","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Oprah",63,FALSE,FALSE,NA,NA
"@OWNTV It’s my life’s work to help release people from Shame through other people’s stories. Thank you for noticing.<U+0001F64F><U+0001F3FE>",FALSE,417,"OWNTV",2017-10-08 02:59:52,FALSE,"916859399204933632","916860667281367040","182161200","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Oprah",86,FALSE,FALSE,NA,NA
"@Marley_yabish Does it make a difference if you steal 160 or 160k? Same crime. Theif. Neither worth risking 19 years of your life. #Released",FALSE,78,"Marley_yabish",2017-10-08 02:47:17,FALSE,"916856485447073792","916857503849181184","221127299","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Oprah",33,FALSE,FALSE,NA,NA
"@Legalritab Yep.. I don’t understand being out is still so much better being in. Even with curfew. #Released",FALSE,30,"Legalritab",2017-10-08 02:40:26,FALSE,"916854417990791169","916855779231068160","2276182640","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Oprah",22,FALSE,FALSE,NA,NA
"Who’s watching #Released?",FALSE,1728,NA,2017-10-08 02:30:24,FALSE,NA,"916853251391107072",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Oprah",203,FALSE,FALSE,NA,NA
"@ParaDeb This is true no matter what story you’ve told yourself. #FixMyLife",FALSE,25,"ParaDeb",2017-10-08 01:52:06,FALSE,"916842753035825157","916843612553461760","334379630","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Oprah",13,FALSE,FALSE,NA,NA
"@ItsMeKimle Yaaaas! #Othatsgood",FALSE,15,"ItsMeKimle",2017-10-08 01:45:09,FALSE,"916841362267475968","916841864879394821","297453861","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Oprah",5,FALSE,FALSE,NA,NA
"@MsToshaRae They already took it. You only have to listen. #FixMyLife",FALSE,27,"MsToshaRae",2017-10-08 01:20:48,FALSE,"916835118576164865","916835738762674176","327195093","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Oprah",9,FALSE,FALSE,NA,NA
"The difference between coping and healing. Brilliant analogy @IyanlaVanzant #FixMyLife",FALSE,1807,NA,2017-10-08 01:18:52,FALSE,NA,"916835251338461184",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Oprah",352,FALSE,FALSE,NA,NA
"@Jukebox_Junky 1 out of 6 men the stats say. 1 out of 4 women.. sexually violated before 18",FALSE,21,"Jukebox_Junky",2017-10-08 01:13:45,FALSE,"916833530117869568","916833964798513153","2556051356","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Oprah",10,FALSE,FALSE,NA,NA
"@BrendaRivas @IyanlaVanzant I know this is true. Thanks for saying it so profoundly. @IyanlaVanzant",FALSE,19,"BrendaRivas",2017-10-08 01:12:10,FALSE,"916832882768908288","916833564305457152","15221726","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Oprah",4,FALSE,FALSE,NA,NA
"@ItsMeKimle We keep trying to tell them! #FixMyLife",FALSE,18,"ItsMeKimle",2017-10-08 01:09:04,FALSE,"916832293813211139","916832783430905856","297453861","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Oprah",6,FALSE,FALSE,NA,NA
"Walking thru the pain of sexual abuse as a boy @IyanlaVanzant doing some fixin’ tonight! #FixMyLife",FALSE,929,NA,2017-10-08 01:08:00,FALSE,NA,"916832515016450048",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Oprah",338,FALSE,FALSE,NA,NA
"@IyanlaVanzant is lifting veils of shame tonight at 9/8c. #FixMyLife https://t.co/WiweFurAhO",FALSE,361,"IyanlaVanzant",2017-10-07 21:00:06,FALSE,NA,"916770131560116224","27368199","<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>","Oprah",92,FALSE,FALSE,NA,NA
"""It’s just so unexplainable to finally be able to have freedom.” NEW #ReleasedOWN tonight 10/9c. Hope you’ll join u… https://t.co/gBs6xKB6lV",FALSE,1422,NA,2017-10-07 17:00:04,TRUE,NA,"916709724887724032",NA,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>","Oprah",254,FALSE,FALSE,NA,NA
"Guess they need that marriage counseling. Don’t u love Darla  standing up for herself?#QueenSugar",FALSE,2556,NA,2017-10-05 02:57:26,FALSE,NA,"915772892490510337",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Oprah",295,FALSE,FALSE,NA,NA
"RT @MonicaMacer: It's about to go down! Get ready y'all #QUEENSUGAR 2nd nite of mid season premiere! #GimmeSugar  So exciting!!!",FALSE,0,NA,2017-10-05 01:59:18,FALSE,NA,"915758263341260800",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Oprah",66,TRUE,FALSE,NA,NA
"RT @DuchessCadbury: Almost #QueenSugar #GimmeSugar time!",FALSE,0,NA,2017-10-05 01:57:55,FALSE,NA,"915757913301409793",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Oprah",50,TRUE,FALSE,NA,NA
"@Freshtine_ Me too.. and “call me Aunt Vy baby”!",FALSE,30,"Freshtine_",2017-10-05 01:57:22,FALSE,"915757428490326016","915757776160227329","28754315","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Oprah",4,FALSE,FALSE,NA,NA
"We've only just begun. #QUEENSUGAR premiere continues TONIGHT on its regular night, 10/9c on @OWNTV. https://t.co/R9TxkPRQjl",FALSE,1941,NA,2017-10-04 23:42:37,FALSE,NA,"915723865208242176",NA,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>","Oprah",375,FALSE,FALSE,NA,NA
"@MalikaGhosh As u can see I LOL’d many times! Every time @TheEllenShow got me!",FALSE,56,"MalikaGhosh",2017-10-04 21:37:33,FALSE,"915659048804118530","915692389330649088","52535793","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Oprah",5,FALSE,FALSE,NA,NA
"RT @MalikaGhosh: Ellen &amp; @Oprah Take Over a Grocery Store https://t.co/v0DoFNRwGx - this is SUPER FUN!!",FALSE,0,NA,2017-10-04 21:34:33,FALSE,NA,"915691635911954432",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Oprah",145,TRUE,FALSE,NA,NA
"Always a good time with Ellen, and Nancy &amp; Kevin at Entertainment Tonight. Catch me on @TheEllenShow today and… https://t.co/NLXHfQXVDb",FALSE,6838,NA,2017-10-04 19:07:47,TRUE,NA,"915654700103458818",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Oprah",575,FALSE,FALSE,NA,NA
"@eb_so_major You know it’s coming #QueenSugar",FALSE,75,"eb_so_major",2017-10-04 02:29:30,FALSE,"915403216321380353","915403475017654272","770040803179847683","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Oprah",14,FALSE,FALSE,NA,NA
"5 minutes to #GimmeSugar .. who's joining us for mid season premiere? #QueenSugar",FALSE,2468,NA,2017-10-04 01:57:07,FALSE,NA,"915395325682098176",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","Oprah",232,FALSE,FALSE,NA,NA
"It’ll be so good to spend time with our #QUEENSUGAR family tonight. See you at 10/9c. Two-night premiere. https://t.co/6mZjJWqaLE",FALSE,1891,NA,2017-10-03 21:37:28,FALSE,NA,"915329983660224512",NA,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>","Oprah",387,FALSE,FALSE,NA,NA
"Psalms 61:2... when my heart is overwhelmed, lead me to the rock that is higher than I. #prayingforlasvegas",FALSE,25797,NA,2017-10-03 15:35:27,FALSE,NA,"915238879904514048",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Oprah",5655,FALSE,FALSE,NA,NA
"Went to bed #prayingforlasvegas , my heart overwhelmed. Woke up reminded of this Bible verse. Psalms 61:2",FALSE,4525,NA,2017-10-03 15:33:50,FALSE,NA,"915238473010880512",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Oprah",565,FALSE,FALSE,NA,NA
"@marwilliamson I remember in past times like these you would come on the Oprah Show and offer a prayer for  our nat… https://t.co/7QBhPWiRzc",FALSE,407,"marwilliamson",2017-10-03 02:22:29,TRUE,"915038325932789760","915039320649506816","21522338","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Oprah",54,FALSE,FALSE,NA,NA
"@wendelltalking Yes.. just aligned that way! #ReleasedOWN",FALSE,24,"wendelltalking",2017-10-01 02:59:26,FALSE,"914323524533153792","914323842956279808","109571415","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Oprah",12,FALSE,FALSE,NA,NA
"@195tiff Was ""friend"" of  his ex wife.",FALSE,16,"195tiff",2017-10-01 02:58:17,FALSE,"914323054792232960","914323554249740288","2411639178","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Oprah",2,FALSE,FALSE,NA,NA
"@Naturalista_305 Agree. I'm rooting for them all! #ReleasedOWN",FALSE,20,"Naturalista_305",2017-10-01 02:57:14,FALSE,"914322771899031553","914323289077452800","32740387","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Oprah",3,FALSE,FALSE,NA,NA
"@conquer3r Tired!",FALSE,17,"conquer3r",2017-10-01 02:52:29,FALSE,"914321718218457088","914322095974182916","3095759241","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Oprah",2,FALSE,FALSE,NA,NA
"@MrsLarenaW Hi<U+0001F44B><U+0001F3FE> watching with ya. #Released",FALSE,53,"MrsLarenaW",2017-10-01 02:23:13,FALSE,"914314365012250629","914314731761975297","284890645","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Oprah",9,FALSE,FALSE,NA,NA
"@AutumnNAlston I hear you. She was in the house when it happened. #ReleasedOWN",FALSE,23,"AutumnNAlston",2017-10-01 02:21:56,FALSE,"914313957590159360","914314406799958016","23636341","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Oprah",4,FALSE,FALSE,NA,NA
"@mannyelii @OWNTV Thanks. Layers to explore. Wanted people to see how entire family is impacted. #ReleasedOWN",FALSE,73,NA,2017-10-01 02:17:32,FALSE,NA,"914313299130380289",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Oprah",12,FALSE,FALSE,NA,NA
"@Sundiata_11 Yes that's a big point. And also that people can't re-enter without support!#ReleasedOWN",FALSE,24,"Sundiata_11",2017-10-01 02:15:42,FALSE,"914312413473837056","914312838381936641","281829049","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Oprah",4,FALSE,FALSE,NA,NA
"@TheREF_Est86 @OWNTV Yep 3 strikes law!",FALSE,19,"TheREF_Est86",2017-10-01 02:13:01,FALSE,"914311783673946112","914312161639329792","4574995882","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Oprah",2,FALSE,FALSE,NA,NA
"@RichOnOWN @mshelly56 I would miss <U+0001F333><U+0001F332><U+0001F334> more than <U+0001F953>!",FALSE,45,"RichOnOWN",2017-10-01 02:11:16,FALSE,"914311235633537024","914311723649163264","407474647","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Oprah",12,FALSE,FALSE,NA,NA
"RT @OWNTVFans: Retweet if you are watching #ReleasedOWN  @OWNTV!",FALSE,0,NA,2017-10-01 02:10:11,FALSE,NA,"914311450537074689",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Oprah",138,TRUE,FALSE,NA,NA
"@PRanganathan @OWNCanada @OWNTV Then you're missing the Real OWN.. will look into it. But obviously carrier thinks… https://t.co/AM8eByABPq",FALSE,22,"PRanganathan",2017-10-01 02:05:16,TRUE,"914309750141149184","914310214848880640","194339143","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Oprah",4,FALSE,FALSE,NA,NA
"@IyanlaVanzant That was truly remarkable @HotBoyTurk32 And profound  work from @IyanlaVanzant  #FixmyLife",FALSE,96,"IyanlaVanzant",2017-10-01 02:02:55,FALSE,"914307909068173314","914309621350776833","27368199","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Oprah",15,FALSE,FALSE,NA,NA
"Teach! @IyanlaVanzant ""We wear the mask that grins and lies .. it hides our cheeks and shades our eyes"" P.L. Dunbar #FixMyLife",FALSE,1996,NA,2017-10-01 01:41:06,FALSE,NA,"914304130646024194",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Oprah",432,FALSE,FALSE,NA,NA
"I just love this moment when the aha-aha shows up.  #FixMyLife",FALSE,3620,NA,2017-10-01 01:37:02,FALSE,NA,"914303108217397249",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Oprah",435,FALSE,FALSE,NA,NA
"@jomama4u @IyanlaVanzant That's what RELEASED is all about. The whole family ""does the time"". Coming up next .",FALSE,16,"jomama4u",2017-10-01 01:33:51,FALSE,"914301433410936833","914302306228740096","28699392","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Oprah",4,FALSE,FALSE,NA,NA
"RT @mstijai: ""She did the time with you. The only difference is she had a key to her cell."" ~Iyanla #FixMyLife",FALSE,0,NA,2017-10-01 01:31:28,FALSE,NA,"914301708401917954",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Oprah",206,TRUE,FALSE,NA,NA
"@Ashlemonade Agree.. admire imagination of @IyanlaVanzant  #FixMyLife",FALSE,13,"yoashlemonade",2017-10-01 01:30:32,FALSE,"914300792454156288","914301473046986755","111064739","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Oprah",2,FALSE,FALSE,NA,NA
"@IyanlaVanzant Home watchibg u. Eating my favorite Baltimore crabcakes. Can't believe it's Season 5!!",FALSE,223,"IyanlaVanzant",2017-10-01 01:26:20,FALSE,"914290869011968001","914300414513758208","27368199","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Oprah",20,FALSE,FALSE,NA,NA
".@IyanlaVanzant is back, putting the REAL in reality. A whole new season of #FixMyLife starts TONIGHT at 9/8c https://t.co/1mo7FO6gkR",FALSE,1170,NA,2017-09-30 22:00:06,FALSE,NA,"914248513470439424",NA,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>","Oprah",216,FALSE,FALSE,NA,NA
"Redemption is possible. We all deserve a second chance. Don’t miss the SERIES PREMIERE of Released TONIGHT on… https://t.co/jdMFs9PyO7",FALSE,1904,NA,2017-09-30 19:00:07,TRUE,NA,"914203221454811138",NA,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>","Oprah",429,FALSE,FALSE,NA,NA
"@RichOnOWN I was tweetin' where were u?",FALSE,42,"RichOnOWN",2017-09-29 00:16:24,FALSE,"913557522987999232","913558038266576896","407474647","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Oprah",10,FALSE,FALSE,NA,NA
"RT @FrankLuntz: More of this, please.

https://t.co/7iDTFcdxK1",FALSE,0,NA,2017-09-29 00:15:43,FALSE,NA,"913557867457683456",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Oprah",756,TRUE,FALSE,NA,NA
"@TheKimHawthorne @MsLynnWhitfield @LeToyaLuckett @ImKeithDavid I see u Kerisssssa!",FALSE,28,"TheKimHawthorne",2017-09-29 00:12:42,FALSE,"913233708320047104","913557107676372992","17312214","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Oprah",3,FALSE,FALSE,NA,NA
"@keekeesimpson @Milesbeach Find a way not to fake it. I always think of my dogs.",FALSE,30,"keekeesimpson",2017-09-28 23:56:22,FALSE,"913516366438686721","913552997518499841","178830235","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Oprah",3,FALSE,FALSE,NA,NA
"@jpodhoretz Thanks for your VOTE of confidence!Democrats’ best hope for 2020: Oprah | New York Post https://t.co/tvt82v8cMH",FALSE,4106,"jpodhoretz",2017-09-28 23:49:40,FALSE,NA,"913551310628184064","12612432","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Oprah",1320,FALSE,FALSE,NA,NA
"@_TheTVGuru Idea came from a show I did years ago where 16 yr old girl abused and eventually killed by 17yr old boyfriend.",FALSE,36,"_TheTVGuru",2017-09-28 03:00:09,FALSE,"913234918167244800","913236863334309888","333554987","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Oprah",8,FALSE,FALSE,NA,NA
"@BeeR0ck79 Nah.. that character was manic/depressive",FALSE,13,"BeeR0ck79",2017-09-28 02:53:32,FALSE,"913234509641940992","913235196127862784","21538711","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Oprah",2,FALSE,FALSE,NA,NA
"@rodnickahills Indeed.. ""promise I won't do it again""",FALSE,18,"RodnickaH",2017-09-28 02:41:15,FALSE,"913231498123333638","913232106054021120","81229985","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Oprah",3,FALSE,FALSE,NA,NA
"@Official_AlexB_ Yep.. kicked in and off the hinges.#GreenLeaf",FALSE,34,"Official_AlexB_",2017-09-28 02:40:24,FALSE,"913231368208891906","913231891708260352","1152551892","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Oprah",6,FALSE,FALSE,NA,NA
"@JanieMalissa Mine too. Honey chile!",FALSE,12,"JanieMalissa",2017-09-28 02:39:51,FALSE,"913231174025252864","913231753430548482","721489553190752257","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Oprah",2,FALSE,FALSE,NA,NA
"@DevlinHuxtable @cherylaction Heaven knows if @cherylaction was there I woulda heard about it.#GreenLeaf",FALSE,22,"DevlinHuxtable",2017-09-28 02:28:19,FALSE,"913228238704562177","913228849302745088","146999201","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Oprah",5,FALSE,FALSE,NA,NA
"@3LWTV Yep.. had coaches on set. #GreenLeaf",FALSE,43,"3LWTV",2017-09-28 02:25:39,FALSE,"913228046701752320","913228180122505217","20831692","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Oprah",8,FALSE,FALSE,NA,NA
"Never been to a cotillion.This was all new to me. #GreenLeaf",FALSE,2049,NA,2017-09-28 02:24:26,FALSE,NA,"913227872059367424",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Oprah",227,FALSE,FALSE,NA,NA
"@datyre73 U right about that!",FALSE,10,"datyre73",2017-09-28 02:21:46,FALSE,"913226290500599811","913227201461362688","369841809","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Oprah",2,FALSE,FALSE,NA,NA
"@QueenKait92 My daddy wouldnt let me go out with guy who did same thing .. umpty-5 years ago.<U+0001F923>",FALSE,16,"QueenKait92",2017-09-28 02:15:08,FALSE,"913224425704738821","913225533357383680","232372213","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Oprah",5,FALSE,FALSE,NA,NA
"@rodnickahills Boo says hey.",FALSE,10,"RodnickaH",2017-09-28 02:11:26,FALSE,"913223882022297600","913224601848573953","81229985","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Oprah",4,FALSE,FALSE,NA,NA
"Roll call finale. Present<U+0001F44B><U+0001F3FE>#GREENLEAF",FALSE,2438,NA,2017-09-28 02:03:51,FALSE,NA,"913222690894356480",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Oprah",288,FALSE,FALSE,NA,NA
"@MsLynnWhitfield @GreenleafOWN @OWNTV Will be watching with you Sista Mae. Can't wait for our big scene!",FALSE,108,"MsLynnWhitfield",2017-09-28 01:31:37,FALSE,"913207211907780608","913214582444847105","561431994","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Oprah",26,FALSE,FALSE,NA,NA
"@FrankLuntz @60Minutes Yes I'd like to join. Just followed you so I can see what you're up to at all times.",FALSE,53,"FrankLuntz",2017-09-25 21:38:23,FALSE,"912367854372229120","912431108871950336","197496309","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Oprah",14,FALSE,FALSE,NA,NA
"@60Minutes But is watching the show tonight with that same family. Her Dad's coming over. Things are better!",FALSE,439,"60Minutes",2017-09-25 00:34:12,FALSE,"912111917929521152","912112966639665152","18812572","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Oprah",55,FALSE,FALSE,NA,NA
