Negative,Positive,WC
0.812759,0.187241,24
1.000000,0.000000,13
0.992069,0.007931,19
1.000000,0.000000,24
0.925535,0.074465,4
0.000007,0.999993,28
0.999262,0.000738,24
1.000000,0.000000,22
0.598719,0.401281,21
1.000000,0.000000,16
0.988298,0.011702,21
0.321519,0.678481,21
1.000000,0.000000,21
1.000000,0.000000,25
0.999858,0.000142,21
0.111295,0.888705,24
0.000259,0.999741,20
1.000000,0.000000,22
0.036038,0.963962,26
1.000000,0.000000,27
0.016850,0.983150,15
1.000000,0.000000,9
0.531625,0.468375,13
1.000000,0.000000,10
0.999979,0.000021,13
0.999995,0.000005,23
0.999999,0.000001,21
0.938618,0.061382,20
0.999999,0.000001,20
0.698437,0.301563,13
0.999047,0.000953,6
0.996436,0.003564,22
1.000000,0.000000,25
0.223447,0.776553,24
0.737828,0.262172,13
0.989048,0.010952,17
0.999983,0.000017,22
1.000000,0.000000,23
1.000000,0.000000,23
0.994562,0.005438,20
1.000000,0.000000,23
0.999994,0.000006,23
1.000000,0.000000,17
0.005302,0.994697,21
0.999851,0.000148,22
0.911920,0.088080,25
0.961623,0.038377,20
0.030561,0.969439,23
1.000000,0.000000,22
0.861584,0.138416,20
